Date,PROD_SET,Customer_ID,Account_Number,Balance_Amount,Currency,Rate_of_Interest,Maturity_Date,Bank_Branch_Code,Form_Fill_Status
2024-08-04,DEPOSIT,550961,5134985905,391.49,USD,0.0202,2026-01-23,BRN003,Complete
2024-08-04,DEPOSIT,561451,6027972584,6716.1,USD,0.0387,2027-05-21,BRN004,Complete
2024-08-04,DEPOSIT,365994,132811264762,1357.85,USD,0.0456,2026-09-25,BRN004,Complete
2024-08-04,DEPOSIT,352186,5444563909,2225.88,USD,0.047,2025-05-14,BRN003,Complete
2024-08-04,DEPOSIT,792756,8669698195,18389.79,JPY,0.0484,2028-12-04,BRN003,Complete
2024-08-04,DEPOSIT,786348,8415522746,43936.38,USD,0.0204,2025-09-16,BRN009,Complete
2024-08-04,DEPOSIT,500121,819630097790,79460.63,JPY,0.0111,2027-11-08,BRN010,Complete
2024-08-04,DEPOSIT,656588,5130481307,23674.48,EUR,0.0484,2026-09-03,BRN004,Complete
2024-08-04,DEPOSIT,324942,919743519551,10641.96,USD,0.0149,2026-09-26,BRN010,Complete
2024-08-04,DEPOSIT,615816,6386988242,756.74,JPY,0.0293,2029-01-03,BRN006,Complete
2024-08-04,DEPOSIT,327135,8821490412,4992.74,JPY,0.039,2026-06-16,BRN009,Complete
2024-08-04,DEPOSIT,764261,706514024128,57523.55,CAD,0.0164,2027-03-23,BRN001,Complete
2024-08-04,DEPOSIT,750594,212667844496,4167.56,CAD,0.0476,2027-02-22,BRN010,Complete
2024-08-04,DEPOSIT,580923,8579797729,12923.63,USD,0.0397,2026-01-02,BRN007,Complete
2024-08-04,DEPOSIT,527923,519056632700,12546.46,EUR,0.0455,2028-11-25,BRN002,Complete
2024-08-04,DEPOSIT,469619,6601018541,24993.68,USD,0.0396,2029-01-06,BRN008,Complete
2024-08-04,DEPOSIT,367267,2442924573,3700.27,USD,0.0303,2026-09-04,BRN008,Complete
2024-08-04,DEPOSIT,311157,653964977062,4773.87,USD,0.0254,2028-05-23,BRN007,Complete
2024-08-04,DEPOSIT,949049,774062671789,38236.42,GBP,0.0357,2027-04-17,BRN007,Complete
2024-08-04,DEPOSIT,183555,3485165669,7460.22,CAD,0.0285,2027-12-14,BRN009,Complete
2024-08-04,DEPOSIT,587111,4546964237,5882.32,USD,0.039,2024-11-26,BRN006,Complete
2024-08-04,DEPOSIT,133719,8962662000,3086.99,USD,0.0142,2028-10-12,BRN002,Complete
2024-08-04,DEPOSIT,826975,5190773961,16491.08,USD,0.012,2027-05-08,BRN003,Complete
2024-08-05,DEPOSIT,249430,2010912804,21755.46,USD,0.0263,2029-07-14,BRN002,Complete
2024-08-05,DEPOSIT,626170,644318218002,6150.05,USD,0.0179,2028-12-09,BRN003,Complete
2024-08-05,DEPOSIT,932004,128107639745,19742.86,JPY,0.047,2029-06-17,BRN002,Complete
2024-08-05,DEPOSIT,229870,2672520750,84234.69,EUR,0.0131,2028-09-03,BRN005,Complete
2024-08-05,DEPOSIT,950331,891079849958,2765.0,EUR,0.0149,2027-02-16,BRN001,Complete
2024-08-05,DEPOSIT,263460,4641724630,423.5,JPY,0.027,2028-05-31,BRN004,Complete
2024-08-05,DEPOSIT,417579,192301865166,1006.76,USD,0.0218,2026-06-03,BRN010,Complete
2024-08-05,DEPOSIT,203401,279756515799,11556.73,USD,0.0323,2028-08-26,BRN010,Complete
2024-08-05,DEPOSIT,434087,7810306283,21404.58,USD,0.0417,2027-01-30,BRN008,Complete
2024-08-05,DEPOSIT,271234,9498684716,13465.64,GBP,0.0178,2025-03-24,BRN007,Complete
2024-08-05,DEPOSIT,889563,156044970085,9503.04,EUR,0.0208,2027-10-30,BRN007,Complete
2024-08-05,DEPOSIT,701167,862879892041,13867.39,USD,0.0163,2027-02-23,BRN004,Complete
2024-08-05,DEPOSIT,252630,8408395856,188.74,EUR,0.0147,2028-09-09,BRN009,Complete
2024-08-05,DEPOSIT,733437,8959212836,5474.68,USD,0.0193,2025-04-13,BRN009,Complete
2024-08-05,DEPOSIT,929866,7488576734,787316.3,CAD,0.0251,2028-03-03,BRN008,Complete
2024-08-05,DEPOSIT,537800,823863568401,3016.1,JPY,0.0326,2025-01-29,BRN005,Complete
2024-08-05,DEPOSIT,211562,7971277762,39075.53,JPY,0.013,2025-05-28,BRN004,Complete
2024-08-05,DEPOSIT,170995,764977146634,1070.55,USD,0.0369,2026-08-23,BRN003,Complete
2024-08-05,DEPOSIT,973990,475500875704,359987.05,USD,0.0123,2025-08-23,BRN001,Complete
2024-08-05,DEPOSIT,548842,677189121814,849.03,USD,0.0343,2029-06-16,BRN001,Complete
2024-08-05,DEPOSIT,636676,397350567293,11174.84,USD,0.0428,2025-08-13,BRN003,Complete
2024-08-05,DEPOSIT,932726,2614558107,4585.62,EUR,0.0323,2027-05-13,BRN003,Complete
2024-08-05,DEPOSIT,845694,970295222915,5682.07,CAD,0.0492,2027-03-17,BRN008,Complete
2024-08-05,DEPOSIT,185056,4226658677,6511.56,USD,0.0256,2027-04-26,BRN008,Complete
2024-08-05,DEPOSIT,766877,259395882565,46749.46,CAD,0.0371,2026-12-01,BRN003,Complete
2024-08-05,DEPOSIT,462789,269090078202,624.25,GBP,0.0152,2029-07-18,BRN004,Complete
2024-08-05,DEPOSIT,296828,733210757725,3289.61,USD,0.0394,2028-04-10,BRN006,Complete
2024-08-05,DEPOSIT,155722,335378377779,4888.06,USD,0.0144,2026-08-11,BRN006,Complete
2024-08-05,DEPOSIT,806872,930952591642,1951.5,USD,0.0396,2027-09-25,BRN009,Complete
2024-08-05,DEPOSIT,269674,7446236244,4138.77,USD,0.0326,2027-05-17,BRN010,Complete
2024-08-05,DEPOSIT,593307,894656610617,7294.41,USD,0.0489,2025-12-24,BRN006,Complete
2024-08-05,DEPOSIT,210770,806240326735,35368.05,USD,0.025,2029-04-29,BRN005,Complete
2024-08-05,DEPOSIT,552796,157068322005,7403.3,EUR,0.0403,2025-06-24,BRN007,Complete
2024-08-05,DEPOSIT,741077,5591977469,15774.27,EUR,0.0348,2026-01-21,BRN006,Complete
2024-08-05,DEPOSIT,290066,470477932974,37872.51,EUR,0.0158,2029-06-14,BRN006,Complete
2024-08-05,DEPOSIT,663925,4598689035,31327.11,USD,0.0447,2027-09-05,BRN008,Complete
2024-08-05,DEPOSIT,738381,1851340014,40680.4,USD,0.0248,2026-07-29,BRN009,Complete
2024-08-05,DEPOSIT,466189,544565487435,1736.87,USD,0.0363,2027-11-03,BRN001,Complete
2024-08-05,DEPOSIT,127907,8252597847,14334.73,USD,0.0218,2026-12-24,BRN009,Complete
2024-08-05,DEPOSIT,329399,364432169266,27596.69,USD,0.0492,2028-08-13,BRN005,Complete
2024-08-05,DEPOSIT,123645,537591042675,88026.46,JPY,0.0404,2026-12-27,BRN006,Complete
2024-08-05,DEPOSIT,879477,387240563241,14030.52,USD,0.0356,2025-12-10,BRN006,Complete
2024-08-05,DEPOSIT,472207,1484715277,3464.87,USD,0.028,2026-07-08,BRN005,Complete
2024-08-05,DEPOSIT,643155,7701187794,21144.33,CAD,0.0403,2027-10-12,BRN007,Complete
2024-08-05,DEPOSIT,187029,3184328030,14305.24,EUR,0.0478,2027-07-14,BRN002,Complete
2024-08-05,DEPOSIT,558496,5222400757,3023.07,EUR,0.0491,2026-03-17,BRN004,Complete
2024-08-05,DEPOSIT,900459,9597650993,1367.24,USD,0.0458,2029-06-30,BRN007,Complete
2024-08-05,DEPOSIT,161329,7288823263,6927.68,JPY,0.0295,2025-06-04,BRN009,Complete
2024-08-05,DEPOSIT,664682,564594089864,11798.09,CAD,0.0451,2029-07-10,BRN004,Complete
2024-08-05,DEPOSIT,852915,6700566714,4756.6,USD,0.0226,2026-12-22,BRN009,Complete
2024-08-05,DEPOSIT,364435,9896768532,978.24,GBP,0.0252,2027-01-01,BRN005,Complete
2024-08-05,DEPOSIT,710446,5695963447,5354.2,USD,0.0361,2026-01-19,BRN001,Complete
2024-08-05,DEPOSIT,452575,5731087086,36510.4,USD,0.0411,2027-04-03,BRN003,Complete
2024-08-05,DEPOSIT,408598,365405736268,1511.05,USD,0.0461,2026-12-28,BRN003,Complete
2024-08-05,DEPOSIT,448592,214353276553,43247.54,USD,0.042,2028-12-10,BRN003,Complete
2024-08-05,DEPOSIT,808162,689795110098,773.67,USD,0.0232,2026-07-01,BRN008,Complete
2024-08-05,DEPOSIT,205706,508886468188,1315.64,CAD,0.0333,2026-10-12,BRN008,Complete
2024-08-05,DEPOSIT,787229,6786763364,39572.24,USD,0.0226,2025-05-02,BRN005,Complete
2024-08-05,DEPOSIT,545983,4457716199,1762.92,EUR,0.034,2028-01-20,BRN005,Complete
2024-08-05,DEPOSIT,352106,7619004398,1777.78,USD,0.0129,2024-10-26,BRN002,Complete
2024-08-05,DEPOSIT,822892,680496050995,7086.52,USD,0.0272,2026-12-30,BRN010,Complete
2024-08-05,DEPOSIT,242509,4954024100,42369.32,GBP,0.0206,2025-04-23,BRN004,Complete
2024-08-05,DEPOSIT,550403,5231214655,4252.13,USD,0.0274,2026-03-17,BRN004,Complete
2024-08-05,DEPOSIT,245869,2403494401,14040.0,CAD,0.0496,2025-10-31,BRN007,Complete
2024-08-05,DEPOSIT,673549,5997309776,10838.37,CAD,0.0295,2027-09-15,BRN001,Complete
2024-08-06,DEPOSIT,709935,4154611865,459.41,JPY,0.0446,2029-04-11,BRN001,Complete
2024-08-06,DEPOSIT,625005,9268390351,1789.48,GBP,0.0204,2024-09-18,BRN002,Complete
2024-08-06,DEPOSIT,187396,3732042896,2666.38,USD,0.012,2025-04-11,BRN007,Complete
2024-08-06,DEPOSIT,517335,251784321341,5104.36,USD,0.0182,2025-05-19,BRN009,Complete
2024-08-06,DEPOSIT,459078,783865207353,14508.26,JPY,0.0309,2026-03-28,BRN009,Complete
2024-08-06,DEPOSIT,223006,119263457642,13832.86,CAD,0.0234,2025-11-24,BRN010,Error
2024-08-06,DEPOSIT,157769,841325617902,289.3,USD,0.0318,2029-04-13,BRN001,Complete
2024-08-06,DEPOSIT,640177,973842225345,12079.18,EUR,0.0456,2025-12-07,BRN004,Complete
2024-08-06,DEPOSIT,156394,136932479887,7370.14,USD,0.0189,2026-04-12,BRN008,Complete
2024-08-06,DEPOSIT,651405,3399283277,7293.44,GBP,0.0332,2026-11-08,BRN001,Complete
2024-08-06,DEPOSIT,856099,8319922035,4094.17,USD,0.0247,2026-09-15,BRN003,Complete
2024-08-06,DEPOSIT,750701,1133554710,195538.88,EUR,0.0247,2026-03-31,BRN009,Complete
2024-08-06,DEPOSIT,503742,359263644059,399.56,USD,0.0257,2027-04-21,BRN001,Complete
2024-08-06,DEPOSIT,203476,814373082563,6261.03,USD,0.0379,2027-06-14,BRN008,Complete
2024-08-06,DEPOSIT,709355,6210039519,42738.9,EUR,0.0177,2024-09-12,BRN009,Complete
2024-08-06,DEPOSIT,657961,2694372855,26883.7,CAD,0.0171,2027-10-23,BRN004,Complete
2024-08-06,DEPOSIT,495347,315660017872,22223.68,EUR,0.0202,2025-12-12,BRN009,Complete
2024-08-06,DEPOSIT,373259,9468899357,3241.28,EUR,0.0454,2025-09-08,BRN004,Complete
2024-08-06,DEPOSIT,927698,111790139426,32418.88,GBP,0.0418,2028-03-07,BRN004,Error
2024-08-06,DEPOSIT,201820,6499889991,17609.69,USD,0.046,2024-09-09,BRN002,Complete
2024-08-06,DEPOSIT,198186,5366890395,11346.95,EUR,0.0467,2026-02-19,BRN003,Complete
2024-08-06,DEPOSIT,659203,855073307908,4177.95,USD,0.0359,2029-03-01,BRN007,Complete
2024-08-06,DEPOSIT,479052,6877184043,6505.45,USD,0.044,2028-06-04,BRN006,Complete
2024-08-06,DEPOSIT,765460,1569952761,180645.15,USD,0.0488,2025-06-10,BRN003,Complete
2024-08-06,DEPOSIT,100027,4089105944,81195.0,EUR,0.0438,2025-12-26,BRN003,Complete
2024-08-06,DEPOSIT,693160,3651995905,778.43,GBP,0.0273,2025-11-08,BRN005,Complete
2024-08-06,DEPOSIT,235205,6505239568,968.85,USD,0.0272,2026-08-25,BRN004,Complete
2024-08-06,DEPOSIT,111416,6954822701,2618.96,USD,0.0297,2025-10-14,BRN008,Complete
2024-08-06,DEPOSIT,231119,770380184870,32215.57,USD,0.0225,2026-04-04,BRN005,Complete
2024-08-06,DEPOSIT,139826,3386868812,46714.6,GBP,0.0341,2025-05-13,BRN001,Complete
2024-08-06,DEPOSIT,308513,915862774393,3702.47,USD,0.0322,2027-12-23,BRN003,Complete
2024-08-06,DEPOSIT,566949,799508494371,2171.87,USD,0.032,2028-01-15,BRN001,Complete
2024-08-06,DEPOSIT,138301,8999003056,4876.6,JPY,0.0235,2026-06-29,BRN010,Complete
2024-08-06,DEPOSIT,426716,3725197644,46270.69,USD,0.0225,2029-01-18,BRN006,Complete
2024-08-06,DEPOSIT,174497,8668189504,157350.82,USD,0.0322,2028-01-17,BRN005,Complete
2024-08-06,DEPOSIT,828498,6151855574,8335.7,USD,0.0379,2027-10-05,BRN002,Complete
2024-08-06,DEPOSIT,608720,1166666062,12641.34,USD,0.0334,2028-03-28,BRN006,Complete
2024-08-06,DEPOSIT,701844,818199503121,342.42,USD,0.0302,2029-06-25,BRN009,Complete
2024-08-06,DEPOSIT,362151,465025828875,105716.5,USD,0.0436,2024-10-01,BRN008,Complete
2024-08-06,DEPOSIT,882998,521483877262,57931.59,EUR,0.0274,2026-08-09,BRN010,Complete
2024-08-06,DEPOSIT,118916,8704041494,2323.13,CAD,0.0308,2027-03-12,BRN008,Complete
2024-08-06,DEPOSIT,741735,8189153641,25957.47,USD,0.0454,2024-12-09,BRN008,Complete
2024-08-06,DEPOSIT,263544,7817752479,1573.89,USD,0.0206,2026-10-26,BRN001,Complete
2024-08-06,DEPOSIT,643057,727604145081,685.71,EUR,0.0314,2026-03-19,BRN007,Error
2024-08-06,DEPOSIT,561218,7741686843,1604.07,JPY,0.0444,2027-07-26,BRN001,Complete
2024-08-06,DEPOSIT,760689,8878762988,9392.86,USD,0.0436,2027-05-01,BRN005,Complete
2024-08-06,DEPOSIT,815741,9547969471,2441.63,EUR,0.0143,2028-04-24,BRN003,Complete
2024-08-06,DEPOSIT,281418,5917157493,1011.89,CAD,0.0313,2025-07-13,BRN009,Complete
2024-08-06,DEPOSIT,935684,230432054386,146671.46,USD,0.0274,2024-11-09,BRN009,Complete
2024-08-06,DEPOSIT,161468,1874643023,3939.29,USD,0.0105,2025-11-16,BRN001,Complete
2024-08-06,DEPOSIT,910648,3248212135,20985.02,GBP,0.0393,2026-05-31,BRN008,Complete
2024-08-06,DEPOSIT,677089,353698321663,4773.44,JPY,0.0296,2026-11-20,BRN003,Complete
2024-08-06,DEPOSIT,629134,255204050144,74346.81,USD,0.0179,2027-02-28,BRN007,Error
2024-08-06,DEPOSIT,209572,7538558084,24511.61,USD,0.0346,2026-12-26,BRN002,Complete
2024-08-06,DEPOSIT,449819,820827727602,864.86,GBP,0.0108,2026-07-08,BRN007,Complete
2024-08-06,DEPOSIT,714916,632258884796,4098.82,USD,0.0486,2028-04-13,BRN008,Complete
2024-08-06,DEPOSIT,113360,632722107362,22563.56,EUR,0.0317,2024-12-08,BRN005,Complete
2024-08-06,DEPOSIT,392889,313690775228,612.83,USD,0.0222,2025-04-05,BRN006,Complete
2024-08-06,DEPOSIT,805350,248314215493,48380.19,JPY,0.0494,2029-06-22,BRN001,Error
2024-08-06,DEPOSIT,622653,733397850963,2095.4,GBP,0.0362,2025-02-09,BRN007,Complete
2024-08-06,DEPOSIT,199425,4559178942,57657.52,EUR,0.0359,2025-03-10,BRN002,Complete
2024-08-06,DEPOSIT,343099,314674658358,18615.51,USD,0.0317,2028-07-10,BRN004,Complete
2024-08-06,DEPOSIT,725933,3107501110,1784.59,USD,0.0342,2025-03-29,BRN009,Complete
2024-08-06,DEPOSIT,851889,612182850350,276629.21,JPY,0.0443,2026-02-27,BRN006,Complete
2024-08-06,DEPOSIT,461707,3136580873,5319.21,JPY,0.0491,2027-02-02,BRN004,Complete
2024-08-06,DEPOSIT,291696,906653338992,6812.87,USD,0.0288,2027-11-20,BRN005,Complete
2024-08-06,DEPOSIT,385720,610989052392,778.46,EUR,0.0491,2027-04-08,BRN009,Complete
2024-08-07,DEPOSIT,569172,541307548078,51656.35,USD,0.0181,2027-06-25,BRN001,Complete
2024-08-07,DEPOSIT,428276,8560372757,11310.11,USD,0.0255,2025-04-25,BRN010,Complete
2024-08-07,DEPOSIT,328902,108922043255,36993.23,USD,0.0434,2028-02-24,BRN003,Complete
2024-08-07,DEPOSIT,444531,6167358929,1046.56,USD,0.0434,2026-11-25,BRN006,Complete
2024-08-07,DEPOSIT,459398,1081123327,1688.8,GBP,0.0145,2028-03-29,BRN003,Complete
2024-08-07,DEPOSIT,209309,926660180613,851.94,USD,0.0234,2025-02-27,BRN009,Complete
2024-08-07,DEPOSIT,315800,535253218276,5541.27,JPY,0.03,2029-06-05,BRN008,Complete
2024-08-07,DEPOSIT,355256,901531749773,5241.59,USD,0.0316,2028-09-29,BRN010,Complete
2024-08-07,DEPOSIT,941373,661911653231,2050.57,EUR,0.0238,2025-11-19,BRN010,Complete
2024-08-07,DEPOSIT,845985,654313767239,6578.88,USD,0.0379,2025-06-27,BRN010,Complete
2024-08-07,DEPOSIT,443075,9686160611,42723.67,JPY,0.0139,2024-10-31,BRN001,Complete
2024-08-07,DEPOSIT,590020,182315827005,23790.98,USD,0.0341,2028-10-04,BRN004,Complete
2024-08-07,DEPOSIT,330145,6634231812,25051.35,EUR,0.0375,2026-08-06,BRN004,Complete
2024-08-07,DEPOSIT,816015,6872343709,10642.13,GBP,0.0188,2025-05-29,BRN010,Complete
2024-08-07,DEPOSIT,944206,186751439853,29326.67,EUR,0.0108,2026-11-25,BRN003,Error
2024-08-07,DEPOSIT,475898,4136068082,19132.01,GBP,0.0261,2029-04-21,BRN009,Complete
2024-08-07,DEPOSIT,706467,555118878889,21506.06,GBP,0.0289,2029-04-21,BRN003,Complete
2024-08-07,DEPOSIT,143357,372095081626,4010.91,EUR,0.048,2028-02-20,BRN006,Complete
2024-08-07,DEPOSIT,296653,374991295861,380.96,USD,0.0432,2025-12-17,BRN003,Complete
2024-08-07,DEPOSIT,199180,736765464604,1157.65,GBP,0.0158,2028-01-26,BRN010,Complete
2024-08-07,DEPOSIT,386682,9375082124,1907.52,EUR,0.0466,2027-02-26,BRN007,Complete
2024-08-07,DEPOSIT,790083,867399356247,413.77,USD,0.0185,2026-12-17,BRN005,Complete
2024-08-07,DEPOSIT,102274,9945673698,1444.54,USD,0.0441,2027-08-01,BRN007,Complete
2024-08-07,DEPOSIT,626027,5894341843,4130.37,USD,0.0176,2027-11-25,BRN005,Complete
2024-08-07,DEPOSIT,974018,245632646882,4826.04,USD,0.0286,2025-12-11,BRN007,Complete
2024-08-07,DEPOSIT,873238,3449389944,4640.21,USD,0.0285,2029-03-31,BRN001,Complete
2024-08-07,DEPOSIT,768909,281985543204,7429.89,USD,0.0364,2026-12-31,BRN001,Complete
2024-08-07,DEPOSIT,703236,872089194409,3819.59,EUR,0.0269,2026-11-27,BRN005,Complete
2024-08-07,DEPOSIT,195968,838005552177,8888.25,EUR,0.0253,2029-06-27,BRN004,Complete
2024-08-07,DEPOSIT,837613,7150697285,2359.51,EUR,0.0104,2027-11-09,BRN007,Complete
2024-08-07,DEPOSIT,691354,865764806244,5397.67,EUR,0.0275,2025-01-18,BRN007,Complete
2024-08-07,DEPOSIT,231627,1316950564,36023.51,USD,0.0486,2028-01-16,BRN006,Complete
2024-08-07,DEPOSIT,913056,661902971818,33135.68,EUR,0.0208,2025-08-11,BRN007,Complete
2024-08-07,DEPOSIT,350583,9056754195,5234.73,JPY,0.026,2026-06-03,BRN001,Complete
2024-08-07,DEPOSIT,433708,777675261991,50151.27,USD,0.0159,2025-01-06,BRN010,Complete
2024-08-07,DEPOSIT,145978,677145220528,43550.98,USD,0.0123,2027-05-29,BRN009,Complete
2024-08-07,DEPOSIT,338867,3093380970,13052.3,USD,0.0125,2028-10-30,BRN009,Complete
2024-08-07,DEPOSIT,211215,813242973225,2034.19,USD,0.0381,2028-10-12,BRN006,Complete
2024-08-07,DEPOSIT,230913,109180365299,32504.59,GBP,0.0147,2028-07-05,BRN003,Complete
2024-08-08,DEPOSIT,926885,1796292564,11832.13,USD,0.0427,2028-11-13,BRN007,Complete
2024-08-08,DEPOSIT,106023,9439575739,1135.7,GBP,0.0314,2025-07-04,BRN002,Complete
2024-08-08,DEPOSIT,464134,778456940259,1344.64,USD,0.0484,2029-06-20,BRN004,Complete
2024-08-08,DEPOSIT,873119,6713399751,405.45,USD,0.0141,2028-03-06,BRN006,Complete
2024-08-08,DEPOSIT,726091,108483541500,50468.58,USD,0.0114,2024-11-25,BRN006,Complete
2024-08-08,DEPOSIT,420698,549539797323,1491.98,JPY,0.0449,2028-05-24,BRN006,Complete
2024-08-08,DEPOSIT,240618,621922146492,1022.05,CAD,0.0454,2026-05-18,BRN004,Complete
2024-08-08,DEPOSIT,434287,706875408562,1468.13,CAD,0.0448,2027-09-27,BRN010,Complete
2024-08-08,DEPOSIT,782066,438541082279,1109.54,USD,0.0257,2025-04-15,BRN002,Complete
2024-08-08,DEPOSIT,533737,494399593293,16867.87,JPY,0.0282,2026-11-28,BRN010,Complete
2024-08-08,DEPOSIT,726701,5573480260,1348.17,CAD,0.0499,2028-10-02,BRN003,Complete
2024-08-08,DEPOSIT,752418,3842764617,21438.0,USD,0.0418,2028-09-07,BRN003,Complete
2024-08-08,DEPOSIT,136035,8850132850,5602.82,EUR,0.0327,2027-04-03,BRN006,Complete
2024-08-08,DEPOSIT,606535,9373170334,16819.84,USD,0.0289,2026-01-09,BRN009,Complete
2024-08-08,DEPOSIT,483904,6324979997,2505.93,EUR,0.0349,2027-11-24,BRN001,Complete
2024-08-08,DEPOSIT,994163,909244555521,26747.53,USD,0.034,2028-10-10,BRN003,Complete
2024-08-08,DEPOSIT,507758,885870535200,3446.71,GBP,0.0437,2028-10-03,BRN005,Complete
2024-08-08,DEPOSIT,662946,273835695263,13331.92,EUR,0.0175,2028-11-05,BRN009,Complete
2024-08-08,DEPOSIT,471418,716275265539,7812.01,USD,0.0242,2027-04-14,BRN010,Error
2024-08-08,DEPOSIT,979452,836753511534,87902.41,USD,0.0232,2027-07-19,BRN006,Complete
2024-08-08,DEPOSIT,584906,554368202077,4761.47,USD,0.0494,2028-08-04,BRN004,Complete
2024-08-08,DEPOSIT,796019,671830230122,1543.3,EUR,0.0433,2026-07-03,BRN003,Complete
2024-08-08,DEPOSIT,688525,1882865563,20557.27,USD,0.0426,2026-12-15,BRN010,Complete
2024-08-08,DEPOSIT,672129,899958169075,51519.22,EUR,0.0249,2025-02-10,BRN008,Complete
2024-08-08,DEPOSIT,535417,9734949230,448.17,EUR,0.0308,2027-05-13,BRN002,Complete
2024-08-08,DEPOSIT,898344,609607750570,39908.11,USD,0.0429,2027-11-09,BRN003,Complete
2024-08-08,DEPOSIT,572853,3986514705,11691.43,GBP,0.0358,2026-09-09,BRN008,Error
2024-08-08,DEPOSIT,378085,5364520870,2211.83,EUR,0.0483,2026-09-21,BRN001,Complete
2024-08-08,DEPOSIT,286010,665702428935,2699.13,USD,0.0132,2028-11-30,BRN010,Complete
2024-08-08,DEPOSIT,636018,6777164522,14663.83,USD,0.021,2028-10-22,BRN003,Complete
2024-08-08,DEPOSIT,633299,8611139773,25704.31,USD,0.0101,2028-11-03,BRN006,Complete
2024-08-08,DEPOSIT,529893,140909022570,153.75,CAD,0.016,2026-07-02,BRN004,Complete
2024-08-08,DEPOSIT,429564,997064937527,16085.87,USD,0.0198,2024-12-15,BRN004,Complete
2024-08-08,DEPOSIT,914996,260834436598,4188.92,JPY,0.0402,2025-08-05,BRN005,Complete
2024-08-08,DEPOSIT,370442,996754132864,12581.68,USD,0.0297,2028-12-18,BRN009,Complete
2024-08-08,DEPOSIT,897109,7216575909,1958.78,USD,0.034,2029-01-12,BRN004,Complete
2024-08-08,DEPOSIT,848557,3040964063,1702.06,EUR,0.0108,2025-08-10,BRN002,Complete
2024-08-08,DEPOSIT,653650,619422660530,40701.85,USD,0.0118,2024-12-17,BRN007,Complete
2024-08-08,DEPOSIT,694429,234216401580,42940.83,USD,0.0288,2026-10-05,BRN003,Complete
2024-08-08,DEPOSIT,846589,482367998634,129089.07,JPY,0.0195,2028-06-08,BRN006,Complete
2024-08-08,DEPOSIT,347889,920585928968,12017.17,EUR,0.0241,2025-10-21,BRN002,Error
2024-08-08,DEPOSIT,251512,321121076927,513.22,CAD,0.037,2027-10-13,BRN010,Complete
2024-08-08,DEPOSIT,904312,4211161113,8488.0,USD,0.0409,2025-11-10,BRN007,Complete
2024-08-08,DEPOSIT,539581,227345826001,43873.64,JPY,0.0343,2026-11-16,BRN002,Complete
2024-08-08,DEPOSIT,848573,266003809836,92157.2,USD,0.0426,2027-09-12,BRN009,Complete
2024-08-08,DEPOSIT,290922,6719732210,101833.08,EUR,0.0386,2026-04-18,BRN001,Complete
2024-08-08,DEPOSIT,739279,3130054787,9648.5,JPY,0.0234,2028-03-09,BRN003,Complete
2024-08-08,DEPOSIT,129466,3195598172,3786.92,EUR,0.0467,2027-07-06,BRN007,Complete
2024-08-08,DEPOSIT,608815,9213338050,38270.1,USD,0.0363,2025-12-26,BRN009,Complete
2024-08-09,DEPOSIT,504380,253239921196,21863.53,EUR,0.0195,2028-06-14,BRN006,Complete
2024-08-09,DEPOSIT,915027,190931499964,6238.95,JPY,0.0488,2028-03-06,BRN004,Complete
2024-08-09,DEPOSIT,807273,2917077476,1923.98,USD,0.0148,2027-12-26,BRN002,Complete
2024-08-09,DEPOSIT,327627,4780215831,2141.25,JPY,0.0414,2024-11-08,BRN004,Complete
2024-08-09,DEPOSIT,264246,591311120490,14093.97,USD,0.0455,2027-03-27,BRN005,Complete
2024-08-09,DEPOSIT,428751,428227231984,7475.74,USD,0.0244,2028-07-09,BRN006,Complete
2024-08-09,DEPOSIT,808721,4722034444,7748.12,GBP,0.038,2027-07-17,BRN010,Complete
2024-08-09,DEPOSIT,745574,354180466454,5728.47,JPY,0.0403,2024-12-25,BRN009,Error
2024-08-09,DEPOSIT,736796,637471459490,2459.21,JPY,0.0143,2027-11-10,BRN002,Complete
2024-08-09,DEPOSIT,776365,3910745834,1394.29,USD,0.046,2029-01-23,BRN001,Complete
2024-08-09,DEPOSIT,539093,6987418617,56408.36,USD,0.013,2028-05-15,BRN009,Complete
2024-08-09,DEPOSIT,907259,497138604474,1671.91,USD,0.0358,2025-10-06,BRN003,Complete
2024-08-09,DEPOSIT,933706,278473514332,8639.1,USD,0.0361,2025-01-10,BRN009,Complete
2024-08-09,DEPOSIT,150604,7337811947,20630.41,USD,0.0416,2025-09-12,BRN008,Complete
2024-08-09,DEPOSIT,708661,3152775673,6721.48,CAD,0.0414,2028-09-25,BRN007,Complete
2024-08-09,DEPOSIT,430667,648605900193,17398.33,JPY,0.018,2027-10-14,BRN004,Complete
2024-08-09,DEPOSIT,140593,7768674509,1745.38,USD,0.0434,2028-07-15,BRN005,Complete
2024-08-09,DEPOSIT,122584,969875200909,14124.77,USD,0.0225,2028-06-06,BRN010,Complete
2024-08-09,DEPOSIT,594280,1262911838,4097.5,JPY,0.031,2027-02-06,BRN007,Complete
2024-08-09,DEPOSIT,563673,2670267883,3965.25,USD,0.0318,2026-01-19,BRN002,Complete
2024-08-09,DEPOSIT,754349,3236255980,30226.33,EUR,0.0288,2025-04-28,BRN005,Complete
2024-08-09,DEPOSIT,908468,935165582688,42109.39,GBP,0.0411,2026-04-25,BRN004,Complete
2024-08-09,DEPOSIT,633418,6000593226,3182.64,CAD,0.0311,2026-04-25,BRN008,Complete
